Name,Country,Region,Type,Last Known Eruption,Latitude,Longitude,Dominant Rock Type,Tectonic Setting
Tengger Caldera,Indonesia,Indonesia,Stratovolcano,2016,-7.942,112.95,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
Lamongan,Indonesia,Indonesia,Stratovolcano,1898,-7.979,113.34200000000001,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Raung,Indonesia,Indonesia,Stratovolcano,2015,-8.119,114.056,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Ijen,Indonesia,Indonesia,Stratovolcano,1999,-8.058,114.242,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Batur,Indonesia,Indonesia,Caldera,2000,-8.242,115.375,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Agung,Indonesia,Indonesia,Stratovolcano,1964,-8.342,115.508,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Rinjani,Indonesia,Indonesia,Stratovolcano,2016,-8.42,116.47,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Tambora,Indonesia,Indonesia,Stratovolcano,1967,-8.25,118.0,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Sangeang Api,Indonesia,Indonesia,Complex,2015,-8.2,119.07,Trachybasalt / Tephrite Basanite,Subduction Zone / Continental Crust (>25 km)
Ranakah,Indonesia,Indonesia,Lava dome,1991,-8.62,120.52,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Inielika,Indonesia,Indonesia,Complex,2001,-8.73,120.98,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Ebulobo,Indonesia,Indonesia,Stratovolcano,1969,-8.82,121.18,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Iya,Indonesia,Indonesia,Stratovolcano,1969,-8.897,121.645,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
Kelimutu,Indonesia,Indonesia,Complex,1968,-8.77,121.82,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Paluweh,Indonesia,Indonesia,Stratovolcano,2014,-8.32,121.708,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Egon,Indonesia,Indonesia,Stratovolcano,2008,-8.676,122.455,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Lewotobi,Indonesia,Indonesia,Stratovolcano,2003,-8.542,122.775,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Leroboleng,Indonesia,Indonesia,Complex,2003,-8.365,122.833,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Iliboleng,Indonesia,Indonesia,Stratovolcano,1993,-8.342,123.258,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
Lewotolo,Indonesia,Indonesia,Stratovolcano,2012,-8.272,123.505,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Iliwerung,Indonesia,Indonesia,Complex,2013,-8.53,123.57,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
"Tara, Batu",Indonesia,Indonesia,Stratovolcano,2015,-7.791,123.585,Trachybasalt / Tephrite Basanite,Subduction Zone / Oceanic Crust (< 15 km)
Sirung,Indonesia,Indonesia,Complex,2015,-8.508,124.13,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Gunungapi Wetar,Indonesia,Indonesia,Stratovolcano,1699,-6.642,126.65,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Wurlali,Indonesia,Indonesia,Stratovolcano,1892,-7.125,128.675,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Teon,Indonesia,Indonesia,Stratovolcano,1904,-6.976,129.144,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Nila,Indonesia,Indonesia,Stratovolcano,1968,-6.73,129.5,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Serua,Indonesia,Indonesia,Stratovolcano,1921,-6.312,130.017,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Banda Api,Indonesia,Indonesia,Caldera,1988,-4.523,129.881,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Colo,Indonesia,Indonesia,Stratovolcano,1983,-0.162,121.601,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
Ambang,Indonesia,Indonesia,Complex,2005,0.75,124.42,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Soputan,Indonesia,Indonesia,Stratovolcano,2016,1.112,124.73700000000001,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Lokon-Empung,Indonesia,Indonesia,Stratovolcano,2015,1.358,124.792,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Mahawu,Indonesia,Indonesia,Stratovolcano,1977,1.3519999999999999,124.865,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Tangkoko-Duasudara,Indonesia,Indonesia,Stratovolcano,1880,1.518,125.185,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Ruang,Indonesia,Indonesia,Stratovolcano,2002,2.3,125.37,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Karangetang,Indonesia,Indonesia,Stratovolcano,2016,2.78,125.4,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Banua Wuhu,Indonesia,Indonesia,Submarine,1919,3.138,125.491,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Awu,Indonesia,Indonesia,Stratovolcano,2004,3.67,125.5,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Dukono,Indonesia,Indonesia,Complex,2016,1.693,127.89399999999999,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Ibu,Indonesia,Indonesia,Stratovolcano,2016,1.4880000000000002,127.63,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Gamkonora,Indonesia,Indonesia,Stratovolcano,2007,1.38,127.53,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Gamalama,Indonesia,Indonesia,Stratovolcano,2016,0.8,127.33,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Makian,Indonesia,Indonesia,Stratovolcano,1988,0.32,127.4,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Jolo,Philippines,Philippines and SE Asia,Pyroclastic cone,1897,6.013,121.057,Basalt / Picro-Basalt,Subduction Zone / Crust Thickness Unknown
Parker,Philippines,Philippines and SE Asia,Stratovolcano,1641,6.1129999999999995,124.89200000000001,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Matutum,Philippines,Philippines and SE Asia,Stratovolcano,1290,6.37,125.07,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Leonard Range,Philippines,Philippines and SE Asia,Stratovolcano,120,7.382000000000001,126.04700000000001,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Makaturing,Philippines,Philippines and SE Asia,Stratovolcano,1882,7.647,124.32,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Ragang,Philippines,Philippines and SE Asia,Stratovolcano,1873,7.7,124.5,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Musuan,Philippines,Philippines and SE Asia,Lava dome,1886,7.877000000000001,125.068,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Camiguin,Philippines,Philippines and SE Asia,Stratovolcano,1953,9.203,124.67299999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kanlaon,Philippines,Philippines and SE Asia,Stratovolcano,2016,10.412,123.132,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Cabalían,Philippines,Philippines and SE Asia,Stratovolcano,1820,10.285,125.21799999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Biliran,Philippines,Philippines and SE Asia,Compound,1939,11.523,124.535,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Bulusan,Philippines,Philippines and SE Asia,Stratovolcano,2016,12.77,124.05,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Mayon,Philippines,Philippines and SE Asia,Stratovolcano,2014,13.257,123.685,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
San Pablo Volcanic Field,Philippines,Philippines and SE Asia,Stratovolcano,1350,14.12,121.3,Trachyandesite / Basaltic Trachyandesite,Subduction Zone / Continental Crust (>25 km)
Taal,Philippines,Philippines and SE Asia,Caldera,1977,14.002,120.993,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Pinatubo,Philippines,Philippines and SE Asia,Stratovolcano,1993,15.13,120.35,Dacite,Subduction Zone / Continental Crust (>25 km)
Cagua,Philippines,Philippines and SE Asia,Stratovolcano,1860,18.222,122.12299999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Camiguin de Babuyanes,Philippines,Philippines and SE Asia,Stratovolcano,1857,18.83,121.86,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Didicas,Philippines,Philippines and SE Asia,Compound,1978,19.077,122.20200000000001,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Babuyan Claro,Philippines,Philippines and SE Asia,Stratovolcano,1924,19.523,121.94,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Unnamed,Philippines,Philippines and SE Asia,Submarine,1854,20.33,121.75,No Data,Subduction Zone / Crust Thickness Unknown
Iraya,Philippines,Philippines and SE Asia,Stratovolcano,1454,20.469,122.01,Andesite / Basaltic Andesite,Subduction Zone / Crust Thickness Unknown
Hainan Dao,China,Philippines and SE Asia,Pyroclastic cone,1933,19.7,110.1,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
"Cendres, Ile des",Vietnam,Philippines and SE Asia,Submarine,1923,10.158,109.014,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Popa,Burma (Myanmar),Philippines and SE Asia,Stratovolcano,-442,20.92,95.25,Basalt / Picro-Basalt,Intraplate / Continental Crust (>25 km)
Unnamed,Taiwan,"Japan, Taiwan, Marianas",Submarine,1853,24.0,121.83,No Data,Subduction Zone / Continental Crust (>25 km)
Kueishantao,Taiwan,"Japan, Taiwan, Marianas",Stratovolcano,1785,24.840999999999998,121.95299999999999,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Tatun Group,Taiwan,"Japan, Taiwan, Marianas",Lava dome,648,25.17,121.52,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Submarine Volcano NNE of Iriomotejima,Japan,"Japan, Taiwan, Marianas",Submarine,1924,24.57,123.93,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
Io-Torishima,Japan,"Japan, Taiwan, Marianas",Complex,1968,27.881,128.22299999999998,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Yokoate-jima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1835,28.796999999999997,128.997,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Suwanosejima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,2016,29.638,129.714,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Nakanoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1914,29.859,129.857,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Kuchinoshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1190,29.968000000000004,129.92600000000002,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Kuchinoerabujima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,2015,30.443,130.217,Andesite / Basaltic Andesite,Subduction Zone / Oceanic Crust (< 15 km)
Kikai,Japan,"Japan, Taiwan, Marianas",Caldera,2013,30.789,130.308,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
Ata,Japan,"Japan, Taiwan, Marianas",Caldera,885,31.22,130.57,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Aira,Japan,"Japan, Taiwan, Marianas",Caldera,2016,31.593000000000004,130.657,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kirishimayama,Japan,"Japan, Taiwan, Marianas",Shield,2011,31.934,130.862,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Fukue,Japan,"Japan, Taiwan, Marianas",Shield,-400,32.657,128.849,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Unzendake,Japan,"Japan, Taiwan, Marianas",Complex,1996,32.760999999999996,130.299,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Asosan,Japan,"Japan, Taiwan, Marianas",Caldera,2016,32.884,131.10399999999998,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kujusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1996,33.086,131.249,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Yufu-Tsurumi,Japan,"Japan, Taiwan, Marianas",Lava dome,867,33.282,131.39,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Sanbesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,650,35.139,132.621,Dacite,Subduction Zone / Continental Crust (>25 km)
Izu-Tobu,Japan,"Japan, Taiwan, Marianas",Pyroclastic cone,1989,34.9,139.09799999999998,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Hakoneyama,Japan,"Japan, Taiwan, Marianas",Complex,2015,35.233000000000004,139.02100000000002,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Fujisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1708,35.361,138.72799999999998,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Yokodake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1200,36.086999999999996,138.32,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Ontakesan,Japan,"Japan, Taiwan, Marianas",Complex,2014,35.893,137.48,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Hakusan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1659,36.155,136.77100000000002,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Norikuradake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,-50,36.106,137.554,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Yakedake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1995,36.227,137.58700000000002,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Midagahara,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1839,36.571,137.59,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Niigata-Yakeyama,Japan,"Japan, Taiwan, Marianas",Lava dome,1998,36.921,138.036,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Myokosan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,-750,36.891,138.114,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Asamayama,Japan,"Japan, Taiwan, Marianas",Complex,2015,36.406,138.523,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Kusatsu-Shiranesan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1983,36.618,138.528,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Harunasan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,550,36.477,138.851,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Hiuchigatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1544,36.955,139.285,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Nikko-Shiranesan,Japan,"Japan, Taiwan, Marianas",Shield,1952,36.799,139.376,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Nasudake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1963,37.125,139.963,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Bandaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1888,37.601,140.072,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Adatarayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1996,37.647,140.281,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Azumayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1977,37.735,140.244,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Zaozan,Japan,"Japan, Taiwan, Marianas",Complex,1940,38.144,140.44,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Naruko,Japan,"Japan, Taiwan, Marianas",Caldera,837,38.729,140.734,Rhyolite,Subduction Zone / Continental Crust (>25 km)
Kurikomayama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1950,38.961,140.78799999999998,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Chokaisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1974,39.099000000000004,140.049,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Akita-Komagatake,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1971,39.760999999999996,140.799,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Iwatesan,Japan,"Japan, Taiwan, Marianas",Complex,1919,39.853,141.001,Basalt / Picro-Basalt,Subduction Zone / Continental Crust (>25 km)
Akita-Yakeyama,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1997,39.964,140.757,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Iwakisan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1863,40.656,140.303,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Towada,Japan,"Japan, Taiwan, Marianas",Caldera,915,40.51,140.88,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Hakkodasan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1550,40.659,140.877,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Osorezan,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1787,41.276,141.124,Andesite / Basaltic Andesite,Subduction Zone / Continental Crust (>25 km)
Izu-Oshima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1990,34.724000000000004,139.394,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Niijima,Japan,"Japan, Taiwan, Marianas",Lava dome,886,34.397,139.27,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
Kozushima,Japan,"Japan, Taiwan, Marianas",Lava dome,838,34.219,139.153,Rhyolite,Subduction Zone / Oceanic Crust (< 15 km)
Miyakejima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,2010,34.094,139.526,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Hachijojima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1606,33.137,139.766,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Aogashima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,1785,32.458,139.759,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
Myojinsho,Japan,"Japan, Taiwan, Marianas",Submarine,1970,31.888,139.918,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Sumisujima,Japan,"Japan, Taiwan, Marianas",Submarine,1916,31.44,140.05100000000002,Dacite,Subduction Zone / Oceanic Crust (< 15 km)
Izu-Torishima,Japan,"Japan, Taiwan, Marianas",Stratovolcano,2002,30.484,140.303,Basalt / Picro-Basalt,Subduction Zone / Oceanic Crust (< 15 km)
